airline_sentiment,text
negative,@SouthwestAir fyi the link in your baggage incident email redirects to a 404 on mobile. The link auto changes on mobile. Desktop works fine.
negative,"@united Doumented via link. However, now that it has been over four months with no response, what do you suggest? Or shall I not expect one?"
negative,@USAirways 45 minute delay for take off and 30 minute wait for checked bags? Really?
negative,@SouthwestAir we've been at the gate a long time. We're gonna miss our connection at MDW. Ack! http://t.co/qRXvZFrD1Z
negative,@USAirways Flt 4609 landed over half an hour ago. Not a single bag yet on the baggage claim. Hate you so much right now.
negative,@united I have those notifications yet the staff on board say that is not accurate and they have no departure time.
negative,@united error message said couldn't process request at the last step after seat selection on each leg. Agent was unaware of an (1 of 2)
neutral,@USAirways oh they saw it and said nothing.
negative,@SouthwestAir your phone lines suck. I have a dilemma.
negative,@USAirways please help on hold 3 hours can't change flights I'm stuck here
neutral,@SouthwestAir how long does it take for my Rapid Rewards points to be credited to my account?
positive,@JetBlue can't wait! I'll be the one who can't contain herself. 😄
neutral,@JetBlue where do I add my AA loyalty number to my Jetblue reservation?
negative,"@united worst agents in US at Ft. Lauderdale Airport; passengers stand in line, getting status alerts &amp; still didn't make an announcement"
neutral,@JetBlue do you know when the schedule for dec 2015 will be released?
neutral,“@JetBlue: Our fleet's on fleek. http://t.co/3Ltx7JKBo9” is fleek dead yet now?
negative,"Hey @USAirways based on the number of retweets and likes on my FB post, it's nice to know I'm not alone in my frustrations with you guys!"
positive,"@JetBlue Best airline name ever. Whenever I see it, I want to get on their plane to blue skies &amp; sea. (And they DELIVER on that promise)"
negative,@SouthwestAir Yes. I figured an hour was a long enough time to hold before giving up. Can somebody call me?
negative,@SouthwestAir Received email w/reso's to my email that isn't associated to SWA account I own with CC info for my sister. #FRAUD please DM me
negative,"@united yes I have and I was calling in regards to speaking to someone about it even further, but unfortunately i was just bounced around."
negative,"@United what the...? I go into the ""all airlines lounge"" w/ my Star Alliance Club Card in BCN only to be told Star Alliance isn't accepted"
neutral,@AmericanAir I've tried...its @USAirways anyway
negative,@united they have access to the dial that makes it faster do they?
positive,"@AmericanAir Yep, was in one of my other camera memory card :D"
negative,@united please. You moved my seats and lost my upgrade. I had seat 20L. I have a ticket in my hand for 20L
negative,@AmericanAir well its been over 4 hours now and still no one has picked up   try paying overtime and bring in more people
neutral,"@southwestair has 22 employees on Social Care Team, 4 staff the Listening Ctr. at any time-rest of spots filled by other areas. #RaganDisney"
positive,"@USAirways Thank you, busy times."
neutral,@jetblue I was able to access it by using the drop down instead of clicking on the tab.
neutral,@united DM sent
positive,@JetBlue @vincenzolandino @CBarrows You take to me places @united simply can't...like non-stop to St. Lucia.
negative,@AmericanAir yes but you did manage to lose two of our bags. Horrendous airline.
negative,@USAirways  2 hours on hold and issue still not resolved. hope to make my flight in 12 hours. for every minute of talk = 20 minutes of hold
negative,@united Was just hung up on by customer service after waiting 30 min on hold...guess that vacation's not happening? Website wasn't working.
negative,"@united There is no ""reference number."" Your agent told me to ""just drive to the airport"" because ""I can't reach anyone there to deliver..."""
negative,@AmericanAir we will not be flying with you or US air again. The changes and Cancelled Flightations leading up to today's big finale is unacceptable.
negative,"@AmericanAir and it gets better...other passengers rebooked direct on other airlines. #whereisthelove 
#whybeAAFF?"
neutral,@SouthwestAir can you follow me so I can send the DM?
positive,"@JetBlue The 13th Annual Martha's Vineyard African American Film Festival  August 10-15, 2015   Our attendees deserve a great flight to MV??"
neutral,"@JetBlue CEO's challenge: appease passengers, Wall Street - The Columbian http://t.co/pG96ys9aSW"
negative,"@united I'd say most of the public can't extend their vacation a week, point is why advertise multiple flights you can't honor?"
positive,@SouthwestAir DM sent. Thanks for the help!
negative,@AmericanAir most horrendous service ever !! On off two planes. Been in Phil for 10 hrs. Now captain can't get flight info to print? #wtf
positive,@AmericanAir Kudos to ticket agents for #2224 for making passengers check bags that are too big to fit in overhead.
positive,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!"
negative,@USAirways how do you manage to place a family of 5 into a plain with none of them sitting next to each other one of them being a 3yr old
negative,@AmericanAir @usairways who is the next stop after customer service.
neutral,"@united sorry, wrong link for the bag : http://t.co/pZAl4wtrEZ Thats the one i meant"
neutral,Oh yeah? RT @JetBlue: Our fleet's on fleek. http://t.co/FTv2NWWQF1”
negative,"@JetBlue nope. The ""regular"" line was multi-x faster. You literally direct all the wheelchairs and strollers into the same line as EMS."
neutral,"@JetBlue No, it's weird!! I picked other cities just to test, those worked...not the one I want. Works on phone though, so I'll use that."
negative,"@SouthwestAir WTF, my flight was delayed and then I go to board and my boarding pass has disappeared from the Southwest app!"
negative,"@united sure, but 8 different texts changing time &amp; gate (especially locations across the entire concourse). That just seemed a little off."
negative,@united THRILLED to have my carry-on checked against my will by two nasty gate agents only to see an entire empty bin when I boarded last...
negative,"@JetBlue after boarding flight 0510, the captain informs that he could exceed the16 hrs regulation and turned the plane around. Incredible!"
negative,"@united add wifi, entertainment and the old seats and i’ll come back."
neutral,@AmericanAir please help my flight appears Cancelled Flight 1503 from ft. Lauderdale to Dallas to LAX. Is there anything leaving from Mia or FLL? ThxU
negative,@SouthwestAir flight was Cancelled Flightled and it won't let me rebook online. Wait time on phone is too long. Please help
negative,@USAirways waiting for you to figure it out. This is unacceptable.
negative,@AmericanAir thnkx bt dont help now we will need to go WAY out of OUR way to get where we NEED to be for the $ u charge this sux #neveragain
negative,@USAirways what's wrong with the plane? Flt 581
neutral,@JetBlue thanks. Can you change the music in the boarding gates?
negative,@SouthwestAir it's the poor customer service that I have a problem with!!!!!
neutral,@SouthwestAir think you need to follow me for a DM
neutral,@AmericanAir Amazing to watch @chasefoster (who travels with celebs all over the world) show the youth of America who *not* to fly with.
positive,"@SouthwestAir have to be honest, didn't expect a fast response, thank you!  Off to #Chiberia we go!"
neutral,@SouthwestAir is there a way to DM you?
neutral,@united any news?
negative,@AmericanAir One hour to check in is 45 minutes too long. MIA FAIL.
negative,@AmericanAir my bags were checked through to Cancelled Flightled flight 362. When will they arrive in MKE? Not much help from grnd staff. Havoc in DFW
neutral,@united same flight number different flight. I'm heading to MPLS
negative,@AmericanAir flight from JFK to EGE was cxld after on runway for an hour. Flight moved to 7am but they won't give luggage back. Nice.
negative,@AmericanAir is AA951 to São Paulo taking off today? Your colleagues won't tell us any thing
negative,@USAirways you call this a window seat? #airbus321seat14Fproblems http://t.co/ZKOE6clGiU
positive,"@JetBlue no, but we're on the flight leaving from Boston to Seattle right now. :) flight 597"
neutral,"“@USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir. You should join us: http://t.co/WBMHRl3bvl"
negative,@USAirways @AmericanAir  Also your on-hold message is trying to sell Valentines Day gifts.  Over a week Late Flight.  Sounds about right for USAir
positive,@SouthwestAir Thank you for taking good care of people with ALS! http://t.co/m1yyWAFkFI @KevinSwan_ @ALSTDI @A_Life_Story_
negative,@united Premier Gold desk changes flight. Waives fees. Gives me wrong flight. Now Jana Acosta in Salt Lake refuses the same service. Angry.
positive,@united you have a guy named Otis at ORD that knows what #customerservice is. he was able to get my bag to me. I upgraded just to be sure
neutral,"@united I'm glad 1K means something, lol!"
neutral,@USAirways How do I get a receipt for a change fee when I originally booked with miles?
